date,AMZN,DPZ,BTC-USD,NFLX,RELIANCE.NS,INFY.NS,TCS.NS,HDFCBANK.NS
09/19/2022,124.66000366210938,321.7256164550781,19544.12890625,243.6300048828125,1154.8802490234375,1317.1845703125,2920.093994140625,1465.551025390625
09/20/2022,122.19000244140625,321.1169128417969,18890.7890625,242.85000610351562,1155.0648193359375,1315.5263671875,2931.181396484375,1483.2047119140625
09/21/2022,118.54000091552734,321.93817138671875,18547.400390625,236.8699951171875,1158.249267578125,1304.8206787109375,2893.484619140625,1480.91259765625
09/22/2022,117.30999755859375,309.3196105957031,19413.55078125,237.0500030517578,1147.334716796875,1296.009765625,2899.46240234375,1449.3602294921875
09/23/2022,113.77999877929688,318.8463439941406,19297.638671875,226.41000366210938,1125.828857421875,1293.6412353515625,2875.02197265625,1410.492919921875
09/26/2022,115.1500015258789,313.76409912109375,19222.671875,224.07000732421875,1097.1466064453125,1307.662841796875,2886.9287109375,1391.4736328125
09/27/2022,114.41000366210938,303.5706787109375,19110.546875,224.36000061035156,1105.8690185546875,1320.2635498046875,2909.151611328125,1378.9892578125
09/28/2022,118.01000213623047,310.3243713378906,19426.720703125,245.1999969482422,1076.42529296875,1321.35302734375,2926.698486328125,1355.2884521484375
09/29/2022,114.80000305175781,305.65771484375,19573.05078125,239.7100067138672,1073.1256103515625,1325.0953369140625,2889.72509765625,1348.265869140625
09/30/2022,113.0,299.7155456542969,19431.7890625,235.44000244140625,1097.331298828125,1339.116943359375,2896.714599609375,1386.3043212890625
10/03/2022,115.87999725341797,305.7446594238281,19623.580078125,239.0399932861328,1093.52392578125,1320.453125,2877.81787109375,1378.355224609375
10/04/2022,121.08999633789062,319.4356384277344,20336.84375,240.74000549316406,1113.69140625,1354.228271484375,2980.206298828125,1417.1739501953125
10/06/2022,120.30000305175781,313.26165771484375,19955.443359375,240.02000427246094,1117.7987060546875,1378.6240234375,2990.618896484375,1401.5684814453125
10/07/2022,114.55999755859375,303.8894958496094,19546.849609375,224.75,1122.5291748046875,1374.881591796875,2954.8984375,1395.521240234375
10/10/2022,113.66999816894531,299.2034912109375,19141.484375,229.97999572753906,1110.2763671875,1385.7294921875,3006.622802734375,1380.11083984375
10/11/2022,112.20999908447266,293.24200439453125,19051.41796875,214.2899932861328,1088.17041015625,1348.9227294921875,2959.382080078125,1366.11474609375
10/12/2022,112.9000015258789,291.560791015625,19157.4453125,220.8699951171875,1096.177490234375,1353.56494140625,2989.462158203125,1375.0391845703125
10/13/2022,112.52999877929688,321.9961242675781,19382.904296875,232.50999450683594,1099.661865234375,1345.227783203125,2991.92041015625,1359.238525390625
10/14/2022,106.9000015258789,306.6141662597656,19185.65625,230.0,1094.07763671875,1396.7196044921875,2987.919189453125,1403.5191650390625
10/17/2022,113.79000091552734,310.30511474609375,19550.7578125,245.10000610351562,1111.6376953125,1411.5938720703125,3007.8310546875,1410.883056640625
10/18/2022,116.36000061035156,317.78350830078125,19334.416015625,240.86000061035156,1131.25146484375,1424.6207275390625,3039.68115234375,1408.24951171875
10/19/2022,115.06999969482422,312.4693603515625,19139.53515625,272.3800048828125,1150.9344482421875,1407.3304443359375,3017.59423828125,1422.6846923828125
10/20/2022,115.25,308.70123291015625,19053.740234375,268.1600036621094,1154.0264892578125,1421.9681396484375,3051.860595703125,1413.07763671875
10/21/2022,119.31999969482422,310.6915588378906,19172.46875,289.57000732421875,1140.6429443359375,1421.5889892578125,3032.62451171875,1403.12890625
10/24/2022,119.81999969482422,312.2375183105469,19345.572265625,282.45001220703125,1144.4503173828125,1438.026611328125,3056.11328125,1425.0255126953125
10/25/2022,120.5999984741211,317.76416015625,20095.857421875,291.0199890136719,1126.77490234375,1446.0323486328125,3056.5,1415.125732421875
10/27/2022,110.95999908447266,320.29559326171875,20285.8359375,296.94000244140625,1131.205322265625,1459.58447265625,3051.95703125,1418.5394287109375
10/28/2022,103.41000366210938,323.4840393066406,20595.3515625,295.7200012207031,1165.81787109375,1449.33642578125,3057.611328125,1422.7332763671875
10/31/2022,102.44000244140625,321.0105895996094,20495.7734375,291.8800048828125,1176.6400146484375,1472.7060546875,3086.5126953125,1459.79638671875
11/01/2022,96.79000091552734,322.1700439453125,20485.2734375,286.75,1167.525390625,1506.56298828125,3150.840576171875,1475.9384765625
11/02/2022,92.12000274658203,327.57110595703125,20159.50390625,273.0,1174.8170166015625,1487.6949462890625,3133.44140625,1476.8648681640625
11/03/2022,89.30000305175781,340.1703796386719,20209.98828125,269.05999755859375,1179.2012939453125,1466.0972900390625,3099.65869140625,1470.37890625
